chamber,state,district,party,lastName,firstName,phonetic,officialFullName,middleName,suffix,nickname,address,phone,fax,url,caucusesWith,startTerm,endTerm,stateRankSenate,classSenate,gender,birthday,religion,raceEthnicity,lgbtq,contactForm,office,rssUrl,pre2018incumbent,2016presidentClinton,2016presidentTrump,2012presidentObama,2012presidentObama,2008presidentObama,2008presidentMccain,2018senateDem,2018senateRep,priorSenateElectionDem,priorSenateElectionRep,2018houseDem,2018houseRep,2016houseDem,2016houseRep,2014houseDem,2014houseRep,whiteACS2012-16citizenAdultPopulation,blackACS2012-16citizenAdultPopulation,latinoACS2012-16citizenAdultPopulation,asianPacificIslanderACS2012-16citizenAdultPopulation,nativeACS2012-16citizenAdultPopulation,otherACS2012-16citizenAdultPopulation,white2010censusAdultPopulation,black2010censusAdultPopulation,latino2010censusAdultPopulation,asianPacificIslander2010censusAdultPopulation,native2010censusAdultPopulation,other2010censusAdultPopulation,bachelorsPlusACS2013-17,bachelorsPlusRankACS2013-17,whiteBachelorsPlusACS2013-17,whiteBachelorsPlusRankACS2013-17,medianHouseholdIncomeACS2013-17,householdIncomeRankACS2013-17,nonCollegeWhiteShare,citizenPopulation,whiteCitizenPopulation,blackCitizenPopulation,latinoCitizenPopulation,asianPacificIslanderCitizenPopulation,nativeAmericanCitizenPopulation,otherCitizenPopulation,citizenVotingAgePopulation,whiteCitizenVotingAgePopulation,blackCtizenVotingAgePopulation,latinoCitizenVotingAgePopulation,asianPacificIslanderCitizenVotingAgePopulation,nativeCitizenVotingAgePopulation,otherCitizenVotingAgePopulation,censusTotalPopulation,censusWhitePopulation,censusBlackPopulation,censusLatinoPopulation,censusAsianPacificIslanderPopulation,censusNavtiveAmericanPopulation,censusOtherPopulation
rep,CA,2,Democrat,Huffman,Jared,(JAIR-ed HUHF-muhn),Jared Huffman,,,,1527 Longworth House Office Building Washington DC 20515-0502,(202) 225-5161,,https://huffman.house.gov,,1/3/19,1/3/21,,,M,2/18/64,,White - Non-Hispanic,No,,1527 Longworth House Office Building,http://huffman.house.gov/rss.xml,Won,69.03681759,23.34833943,69.0410926,26.96360986,71.37,25.43,,,,,77.00795484,22.99204516,76.85009947,23.14990053,74.99126533,25.00873467,80.62632085,1.560038425,9.679154659,3.399615754,1.816522574,2.918347743,76.24658726,1.672401939,14.09848549,3.589131914,1.876489833,2.516903566,40.8,74,45.9,87,66604,123,43.5,660390,503445,9625,86990,22150,12570,25605,520500,419660,8120,50380,17695,9455,15190,701504,510654,11090,116747,24899,14751,23363
rep,CA,3,Democrat,Garamendi,John,(JAHN gair-uh-MEN-dee),John Garamendi,,,,2368 Rayburn House Office Building Washington DC 20515-0503,(202) 225-1880,,https://garamendi.house.gov,,1/3/19,1/3/21,,,M,1/24/45,,White - Non-Hispanic,No,,2368 Rayburn House Office Building,http://garamendi.house.gov/rss.xml,Won,52.99100295,40.39132193,54.30039679,43.09085718,54.91,42.25,,,,,58.07294694,41.92705306,59.35143171,40.64856829,52.72461067,47.27538933,58.81098098,6.8356685,19.59882776,10.5491524,0.754916276,3.45252519,55.0789397,6.00242657,23.56343841,11.16679142,0.887393076,3.301010817,25.1,288,28.5,292,61508,163,41.9,652310,347675,41180,164650,65385,4585,28840,482835,283960,33005,94630,50935,3645,16670,702044,356604,40957,194579,73565,6199,30140
rep,CA,4,Republican,McClintock,Tom,(TAHM mu-KLIN-tahk),Tom McClintock,,,,2312 Rayburn House Office Building Washington DC 20515-0504,(202) 225-2511,,https://mcclintock.house.gov,,1/3/19,1/3/21,,,M,7/10/56,,White - Non-Hispanic,No,,2312 Rayburn House Office Building,http://mcclintock.house.gov/atom.xml,Won,39.27411231,54.02673549,39.53185994,57.86917194,42.92,54.22,,,,,45.86853523,54.13146477,37.28011442,62.71988558,0,100,82.31658729,1.313863203,9.121990994,4.006448863,0.858921854,2.381261235,81.01293298,1.218801101,10.4013803,4.034772436,1.027133316,2.304979868,33.3,155,33.7,210,74074,73,54.5,690565,545840,8655,78415,28950,5875,22825,539630,444205,7090,49225,21620,4635,12850,701728,548837,8267,86784,28965,7314,21561
rep,CA,5,Democrat,Thompson,Mike,(MAHYK TAHMP-suhn),Mike Thompson,Michael,,,406 Cannon House Office Building Washington DC 20515-0505,(202) 225-3311,,https://mikethompson.house.gov,,1/3/19,1/3/21,,,M,1/24/51,Catholic,White - Non-Hispanic,No,,406 Cannon House Office Building,http://mikethompson.house.gov/news/rss.aspx,Won,69.15214455,24.28700681,69.74303874,27.45536493,70.36,26.22,,,,,78.86812404,0,76.86851016,23.13148984,75.73153061,0,61.81378308,6.620736345,16.80770992,10.95358515,0.518707314,3.285478186,57.75985732,6.214902976,21.49194219,11.29135122,0.61911471,2.622831591,31.2,174,37.5,164,73006,77,38.5,649765,361375,43050,146910,67830,3190,27410,502210,310435,33250,84410,55010,2605,16500,706154,373331,45269,181046,77273,4349,24886
rep,CA,6,Democrat,Matsui,Doris,(DAWR-is mat-SOO-ee),Doris O. Matsui,O.,,,2311 Rayburn House Office Building Washington DC 20515-0506,(202) 225-7163,,http://matsui.house.gov,,1/3/19,1/3/21,,,F,9/25/44,,Asian - Japanese,No,,2311 Rayburn House Office Building,http://matsui.house.gov/index.php?format=feed&amp;type=rss,Won,69.15952605,24.41433316,69.14064057,28.27866856,67.64,29.33,,,,,100,0,75.4270155,24.5729845,72.689126,27.310874,46.29168274,13.58135365,20.17866636,15.76099986,0.485755684,3.700499307,43.69832271,12.14434221,23.34109552,16.42385021,0.644460272,3.747929069,27.5,248,36.6,175,51932,268,29.2,654205,266010,86940,163585,101850,2660,33165,479665,222045,65145,96790,75600,2330,17750,702413,272613,88367,189643,113647,4236,33907
rep,CA,7,Democrat,Bera,Ami,(AH-mee BAIR-uh),Ami Bera,,,,1727 Longworth House Office Building Washington DC 20515-0507,(202) 225-5716,,https://bera.house.gov,,1/3/19,1/3/21,,,M,3/2/65,,Asian - Indian,No,,1727 Longworth House Office Building,http://bera.house.gov/rss.xml,Won,52.30403988,40.85552319,50.75123166,46.81447707,51.35,45.93,,,,,55.04497243,44.95502757,51.17137177,48.82862823,50.39626989,49.60373011,61.63820459,7.616899538,13.02713417,13.65788883,0.516515813,3.542380659,61.4308334,7.034742403,13.63204184,14.06239217,0.535973071,3.304017114,32.9,159,34.1,201,68735,106,40.5,681615,389405,52185,107490,95425,3330,33775,512085,315640,39005,66710,69940,2645,18140,698200,400468,51089,112087,99245,3575,31736
rep,CA,8,Republican,Cook,Paul,(PAWL KOOK),Paul Cook,,,,1027 Longworth House Office Building Washington DC 20515-0508,(202) 225-5861,,https://cook.house.gov,,1/3/19,1/3/21,,,M,3/3/43,,White - Non-Hispanic,No,,1027 Longworth House Office Building,http://cook.house.gov/rss.xml,Won,39.61346018,54.74434686,41.65816219,55.62542033,41.64,54.81,,,,,0,100,37.74198094,62.25801906,32.35314661,67.64685339,56.17193785,8.012616961,29.80651171,3.139421652,0.948389009,1.922181295,55.95114366,7.056718739,30.2837127,3.480359877,1.064517665,2.163547361,17.1,411,20.6,412,49194,325,44.5,667670,329310,55000,241220,18815,6210,17115,472380,265345,37850,140800,14830,4480,9080,704301,352877,53306,249040,22288,6914,19876
rep,CA,9,Democrat,McNerney,Jerry,(JAIR-ee mik-NER-nee),Jerry McNerney,,,,2265 Rayburn House Office Building Washington DC 20515-0509,(202) 225-1947,,https://mcnerney.house.gov,,1/3/19,1/3/21,,,M,6/18/51,,White - Non-Hispanic,No,,2265 Rayburn House Office Building,http://mcnerney.house.gov/rss.xml,Won,56.55923188,37.98800123,57.83525182,40.12627546,56.3,40.82,,,,,56.49148498,43.50851502,57.35952273,42.64047727,52.37038382,47.62961618,45.69890105,9.706653159,27.31517167,13.91855881,0.352368578,3.009447882,42.00022883,8.072334865,32.60508689,14.1624664,0.493794449,2.666088566,19.1,398,24.4,367,61454,164,34.4,650890,254235,61265,219885,88510,2110,24885,454070,207505,44075,124030,63200,1600,13665,702985,259204,58406,261012,96447,3180,24736
rep,CA,10,Democrat,Harder,Josh,(JAHSH HAHR-der),,,,,131 Cannon House Office Building Washington DC 20515-0510,(202) 225-4540,,,,1/3/19,1/3/21,,,M,,,White - Non-Hispanic,No,,131 Cannon House Office Building,,Lost,48.53763351,45.5378004,50.63524752,47.02644657,49.87,47.23,,,,,52.25101397,47.74898603,48.29954259,51.70045741,43.85107991,56.14892009,55.61000802,3.522805938,30.80312503,6.759919567,0.501060358,2.800883449,51.82481461,3.293597002,34.84769955,6.867674029,0.601227972,2.564986843,16.6,415,21,411,60235,182,43.8,649130,314730,21345,247030,41720,2825,21475,455035,253045,16030,140165,30760,2280,12745,704763,327195,22872,282246,46451,3772,22227
rep,CA,11,Democrat,DeSaulnier,Mark,(MARK duh-SOWN-yey),Mark DeSaulnier,,,,503 Cannon House Office Building Washington DC 20515-0511,(202) 225-2095,,https://desaulnier.house.gov,,1/3/19,1/3/21,,,M,3/31/52,,White - Non-Hispanic,No,,503 Cannon House Office Building,,Won,71.52331653,22.67314632,67.64397245,29.96207668,68.76,28.4,,,,,74.13242117,25.86757883,72.05282201,27.94717799,67.2739348,32.7260652,57.5505363,9.498762376,16.01175743,13.3075495,0.261963696,3.370462046,52.29908931,8.834426452,22.11670824,13.67140859,0.264323089,2.81404433,43.6,54,56.5,35,86000,35,25,644735,337075,58760,136700,80865,1600,29735,484800,279005,46050,77625,64515,1270,16340,703454,340992,62761,180136,90522,1750,27293
rep,CA,12,Democrat,Pelosi,Nancy,(NAN-see puh-LOH-see),Nancy Pelosi,,,,233 Cannon House Office Building; Washington DC 20515-0512,202-225-4965,202-225-8259,https://pelosi.house.gov,,1/3/17,1/3/19,,,F,3/26/40,Roman Catholic,White - Non-Hispanic,No,,233 Cannon House Office Building,http://pelosi.house.gov/atom.xml,Won,86.18824107,8.684575805,84.1048482,12.48583744,83.8,12.75,,,,,86.82318212,13.17681788,80.87326064,0,83.25375525,16.74624475,49.47373205,5.678058535,10.95255408,30.66715143,0.210870751,3.017633158,46.282901,5.600679877,13.51824808,31.49444263,0.245348233,2.858380181,59.5,8,78.1,2,105918,9,10.8,642175,301990,37705,81315,193320,1235,26615,550100,272155,31235,60250,168700,1160,16600,704634,309837,41248,103420,223176,1649,25304
rep,CA,13,Democrat,Lee,Barbara,(BAHR-bruh LEE),Barbara Lee,,,,2470 Rayburn House Office Building Washington DC 20515-0513,(202) 225-2661,,https://lee.house.gov,,1/3/19,1/3/21,,,F,7/16/46,Baptist,Black - African-American,No,,2470 Rayburn House Office Building,http://lee.house.gov/rss.xml,Won,87.35225647,6.805328641,87.52228106,8.969227655,87.1,9.85,,,,,88.38103766,0,90.78455482,9.215445178,88.47876659,11.52123341,42.02223587,19.81014289,13.64969579,20.16785905,0.426088508,3.924968787,37.37507474,18.96052219,17.96307765,22.05126562,0.297720737,3.352339056,47.2,34,70.8,7,73601,74,12.2,640105,244895,124195,113150,122155,2490,33225,504590,212040,99960,68875,101765,2150,19805,702076,240266,134641,146220,148205,2015,30729
rep,CA,14,Democrat,Speier,Jackie,(JAK-ee SPEER),Jackie Speier,,,,2465 Rayburn House Office Building Washington DC 20515-0514,(202) 225-3531,,https://speier.house.gov,,1/3/19,1/3/21,,,F,5/14/50,,White - Non-Hispanic,No,,2465 Rayburn House Office Building,http://speier.house.gov/index.php?format=feed&amp;type=rss,Won,76.91465458,18.2133585,74.23355392,23.56177885,73.44,23.55,,,,,79.22255578,20.77744422,80.86312651,19.13687349,76.69598916,23.30401084,42.92943347,3.640148821,17.33502355,33.22511826,0.150470478,2.720836039,39.3485149,3.432291723,21.99611248,32.38999505,0.168001648,2.6650842,47.5,32,56.9,32,103850,10,18.4,628140,247105,20835,131155,202945,930,25175,485145,208270,17660,84100,161190,730,13200,702860,259361,22764,171572,221935,1118,26110
rep,CA,15,Democrat,Swalwell,Eric,(AIR-ik SWAWL-wel),Eric Swalwell,,,,407 Cannon House Office Building Washington DC 20515-0515,(202) 225-5065,,https://swalwell.house.gov,,1/3/19,1/3/21,,,M,11/16/80,,White - Non-Hispanic,No,,407 Cannon House Office Building,,Won,69.92577389,24.18252875,68.0105598,29.83296944,66.98,30.06,,,,,72.96754383,27.03245617,73.76679532,26.23320468,69.80630353,30.19369647,43.92068037,6.960767554,17.07872131,28.67643916,0.337621266,3.025770332,41.00775164,6.454118346,21.01471898,28.06029986,0.281168381,3.181942784,45,44,47.1,79,106291,8,23.2,640280,250285,42795,131690,185665,1930,27915,467980,205540,32575,79925,134200,1580,14160,703021,264503,45726,164646,196110,1912,30124
rep,CA,16,Democrat,Costa,Jim,(JIM KAH-stuh),Jim Costa,,,,2081 Rayburn House Office Building Washington DC 20515-0516,(202) 225-3341,,https://costa.house.gov,,1/3/19,1/3/21,,,M,4/13/52,,White - Portuguese-American,No,,2081 Rayburn House Office Building,http://costa.house.gov/index.php?format=feed&amp;type=rss,Won,57.95580241,36.36828976,58.55297362,39.3595388,57.09,39.86,,,,,57.54517029,42.45482971,58.03484246,41.96515754,50.7311993,49.2688007,34.56731449,7.61583024,46.10088502,9.297247306,0.646106023,1.772616922,30.23511816,6.054877616,52.85437964,8.517393647,0.669050712,1.66918022,12.2,431,21.3,405,40207,417,27.1,602655,162915,40420,329110,55220,3245,11740,389255,134555,29645,179450,36190,2515,6900,703467,176602,40783,408115,60491,4226,13250
rep,CA,17,Democrat,Khanna,Ro,(ROH KAH-nuh),Ro Khanna,,,,221 Cannon House Office Building Washington DC 20515-0517,(202) 225-2631,,https://khanna.house.gov,,1/3/19,1/3/21,,,M,9/13/76,,Asian - Indian,No,,221 Cannon House Office Building,,Won,73.90619031,20.47729146,71.93050227,25.54498126,68.56,27.55,,,,,75.34736364,24.65263636,100,0,100,0,34.52629127,3.145635591,14.21417341,45.36772841,0.258545391,2.488790543,29.9507232,2.375375325,15.62836726,49.32427545,0.175074509,2.546184247,57,11,54.4,41,121150,2,15.7,579265,171590,17235,96545,271675,1565,20655,429325,148230,13505,61025,194775,1110,10685,705190,188718,16705,122990,350699,1365,24713
rep,CA,18,Democrat,Eshoo,Anna,(AN-uh EH-shoo),Anna G. Eshoo,G.,,,202 Cannon House Office Building Washington DC 20515-0518,(202) 225-8104,,http://eshoo.house.gov,,1/3/19,1/3/21,,,F,12/13/42,Catholic,White - Non-Hispanic,No,,202 Cannon House Office Building,http://eshoo.house.gov/index.php?format=feed&amp;type=rss,Won,73.4070741,20.2328593,68.23271749,28.92761604,69.75,26.92,,,,,74.4916258,25.5083742,71.14500046,28.85499954,67.75432057,32.24567943,65.23050318,2.006621958,11.68227255,18.29052259,0.187692437,2.601332827,61.13976148,1.956103082,14.97820295,19.2297821,0.220647837,2.475502551,61.5,4,65.1,14,125790,1,22.7,629140,381130,12405,90505,117870,1040,26185,474180,309310,9515,55395,86730,890,12335,701054,406641,13065,119163,134007,1444,26734
rep,CA,19,Democrat,Lofgren,Zoe,(ZOH LAWF-gren),Zoe Lofgren,,,,1401 Longworth House Office Building Washington DC 20515-0519,(202) 225-3072,,https://lofgren.house.gov,,1/3/19,1/3/21,,,F,12/21/47,Lutheran,White - Non-Hispanic,No,,1401 Longworth House Office Building,http://lofgren.house.gov/index.php?format=feed&amp;type=rss,Won,72.90780362,21.49295097,71.213464,26.51973396,67.5,28.83,,,,,73.75487362,26.24512638,73.94443247,26.05556753,100,0,34.24609788,3.426679302,30.87496868,28.7074252,0.274482894,2.469256827,30.42599344,3.016726347,37.16179542,27.00151325,0.290951355,2.103020179,35.5,126,48.8,71,93139,24,17.5,630895,185385,20120,234050,170070,1555,19720,459045,157205,15730,141730,131780,1260,11335,700886,189148,19865,290200,181245,1917,18511
rep,CA,20,Democrat,Panetta,Jimmy,(JIM-ee puh-NET-uh),Jimmy Panetta,,,,212 Cannon House Office Building Washington DC 20515-0520,(202) 225-2861,,https://panetta.house.gov,,1/3/19,1/3/21,,,M,10/1/69,,White - Non-Hispanic,No,,212 Cannon House Office Building,,Won,70.35448939,23.22190085,70.88834905,26.1923043,71.38,25.58,,,,,81.37346547,0,70.75307575,29.24692425,75.17795865,0,54.51782032,2.625036819,33.83917526,6.028865979,0.333431517,2.655670103,44.88033903,2.240083806,44.37902957,6.012285129,0.381886577,2.106375887,27.9,237,43.5,103,67419,118,30.7,596880,268545,13180,265140,31085,1760,17170,424375,231360,11140,143605,25585,1415,11270,704856,276231,13944,356892,37633,2460,17696
rep,CA,21,Democrat,Cox,TJ,(TEE-jey KAHKS),,,,,1728 Longworth House Office Building Washington DC 20515-0521,(202) 225-4695,,,,1/3/19,1/3/21,,,M,,,Asian - Filipino/Chinese,No,,1728 Longworth House Office Building,,Lost,55.2424669,39.6663272,54.63801664,43.54284085,51.5,45.68,,,,,50.37934798,49.62065202,43.26173645,56.73826355,42.16586669,57.83413331,29.10972419,6.252831899,58.66085914,3.751991464,0.704503267,1.520090036,23.22958077,5.269613794,65.89761833,3.821947857,0.572774929,1.208464317,7.9,435,19.5,422,41174,405,23.3,557185,122685,27555,378855,16835,3115,8145,342085,99580,21390,200670,12835,2410,5200,700644,134972,31296,497434,23677,3702,9563
rep,CA,22,Republican,Nunes,Devin,(DEH-vin NOO-nis),Devin Nunes,G.,,,1013 Longworth House Office Building Washington DC 20515-0522,(202) 225-2523,,https://nunes.house.gov,,1/3/19,1/3/21,,,M,10/1/73,Roman Catholic,White - Portuguese-American,No,,1013 Longworth House Office Building,http://nunes.house.gov/news/rss.aspx,Won,42.59735068,52.09068157,41.57891883,56.58628513,42.29,55.25,,,,,47.27784548,52.72215452,32.43490548,67.56509452,27.96493228,72.03506772,51.73880792,3.202722751,35.63247229,7.129766995,0.529060127,1.76716991,47.97722943,2.777816726,39.41302898,7.448106225,0.621343199,1.762475438,24.1,303,31.6,239,56524,213,35.3,662435,294495,20700,284265,45590,3015,14380,458360,237150,14680,163325,32680,2425,8100,704840,298022,19708,316151,51311,4125,15523
rep,CA,23,Republican,McCarthy,Kevin,(KEH-vin muh-KAR-thee),Kevin McCarthy,,,,2468 Rayburn House Office Building Washington DC 20515-0523,(202) 225-2915,,https://kevinmccarthy.house.gov,,1/3/19,1/3/21,,,M,1/26/65,,White - Non-Hispanic,No,,2468 Rayburn House Office Building,http://kevinmccarthy.house.gov/index.php?format=feed&amp;type=rss,Won,36.06655123,58.13471968,36.12850148,61.51247047,36.22,60.85,,,,,36.28300952,63.71699048,30.82488907,69.17511093,25.1605828,74.8394172,57.13733156,6.573349084,29.10233224,4.392686522,0.74221976,2.052080829,55.67974421,5.66455162,30.84711093,4.756968235,0.932606472,2.119018539,20.8,370,24.6,362,54437,239,42.9,674330,343480,43915,236810,28960,4550,16615,478295,273285,31440,139195,21010,3550,9815,701673,355329,41191,248938,31516,6304,18395
rep,CA,24,Democrat,Carbajal,Salud,(sah-LOOD KAR-buh-hahl),Salud O. Carbajal,,,,1431 Longworth House Office Building Washington DC 20515-0524,(202) 225-3601,,https://carbajal.house.gov,,1/3/19,1/3/21,,,M,11/18/64,,Hispanic - Mexican,No,,1431 Longworth House Office Building,,Won,56.69496412,36.48353409,54.07515578,43.10752857,56.23,40.71,,,,,58.55550204,41.44449796,53.41908666,46.58091334,51.92712054,48.07287946,67.9952296,2.155699425,22.70750236,4.463730933,0.44396785,2.232867651,62.01688725,1.95505171,28.98676502,4.477110002,0.490344977,2.073841036,34,141,44.8,93,68929,104,37.5,644190,394720,12510,191775,26100,2535,16545,498910,339235,10755,113290,22270,2215,11140,703683,402081,12497,239822,28931,3282,17070
rep,CA,25,Democrat,Hill,Katie,(KEY-tee HIL),,,,,1130 Longworth House Office Building Washington DC 20515-0525,(202) 225-1956,,,,1/3/19,1/3/21,,,F,,,White - Non-Hispanic,Bisexual,,1130 Longworth House Office Building,,Lost,50.32281914,43.64609945,47.84994192,49.65649021,48.71,48.14,,,,,54.36613855,45.63386145,46.86993847,53.13006153,0,100,52.41134447,8.149014223,28.9983481,7.696350803,0.290691438,2.45425096,50.34527978,7.591571387,31.50406464,8.067090901,0.33700901,2.154984286,27.8,242,33.3,219,75367,69,34.9,656050,304335,53485,227485,47790,1655,21295,466130,244305,37985,135170,35875,1355,11440,701281,321359,56375,247883,53335,2151,20178
rep,CA,26,Democrat,Brownley,Julia,(JOO-lee-uh BROWN-lee),Julia Brownley,,,,2262 Rayburn House Office Building Washington DC 20515-0526,(202) 225-5811,,https://juliabrownley.house.gov,,1/3/19,1/3/21,,,F,8/28/52,,White - Non-Hispanic,No,,2262 Rayburn House Office Building,http://juliabrownley.house.gov/rss.xml,Won,57.85916669,36.01898492,53.99401419,43.73408077,56.09,41.04,,,,,61.9420106,38.0579894,60.37951246,39.62048754,51.33163358,48.66836642,57.02909614,2.094614633,31.95522995,6.645211603,0.327317861,1.95072658,50.91855697,1.758235882,38.37388964,6.900970792,0.308063706,1.740283006,34.1,138,46.3,84,76914,61,30.6,625225,312855,11890,244590,38145,1890,15860,455215,259605,9535,145465,30250,1490,8880,707145,326988,11594,304625,45590,2001,16347
rep,CA,27,Democrat,Chu,Judy,(JOO-dee CHOO),Judy Chu,M.,,,2423 Rayburn House Office Building Washington DC 20515-0527,(202) 225-5464,,https://chu.house.gov,,1/3/19,1/3/21,,,F,7/7/53,,Asian - Chinese,No,,2423 Rayburn House Office Building,http://chu.house.gov/rss.xml,Won,65.99865389,28.35298299,62.61503276,34.99554212,61.01,35.47,,,,,100,0,67.42036133,32.57963867,59.35726603,40.64273397,33.49648242,5.409899097,24.47132421,34.67177936,0.237969054,1.712545853,31.27694823,4.521936086,24.35565765,37.98229512,0.151178476,1.711984428,40.5,79,53.1,44,71223,86,15.6,614295,189385,31240,168855,208315,1280,15225,481155,161170,26030,117745,166825,1145,8240,704160,205453,31301,190005,259948,1052,16401
rep,CA,28,Democrat,Schiff,Adam,(AD-uhm SHIF),Adam B. Schiff,B.,,,2269 Rayburn House Office Building Washington DC 20515-0528,(202) 225-4176,,https://schiff.house.gov,,1/3/19,1/3/21,,,M,6/22/60,,White - Non-Hispanic,No,,2269 Rayburn House Office Building,http://schiff.house.gov/common/rss/?rss=49,Won,72.13210535,22.33573261,70.30056858,26.53772297,70.12,26.31,,,,,78.3720022,21.6279978,77.98667944,22.01332056,76.49504424,0,62.07459373,3.253211139,19.92275017,12.05583885,0.241278981,2.452327126,58.1292184,2.473079499,23.01234822,13.55728442,0.167448091,2.660621361,46.2,38,51.6,54,63940,143,29.9,600475,352030,18165,138495,72545,1335,17905,493205,306155,16045,98260,59460,1190,12095,700877,389271,16269,178368,94498,1080,21391
rep,CA,29,Democrat,C'ardenas,Tony,(TOH-nee KAR-deh-nahs) [R is trilled],Tony C'ardenas,,,,2438 Rayburn House Office Building Washington DC 20515-0529,(202) 225-6131,,https://cardenas.house.gov,,1/3/19,1/3/21,,,M,3/31/63,,Hispanic - Mexican,No,,2438 Rayburn House Office Building,http://cardenas.house.gov/rss.xml,Won,77.73705886,16.80105609,77.02887027,20.52189244,73.75,22.54,,,,,80.60985701,19.39014299,100,0,74.6131276,25.3868724,28.30663435,5.446066291,55.25899773,9.441692575,0.29772883,1.248880223,21.73200126,3.960287808,64.13312095,8.522973495,0.21042933,1.441187149,19.2,396,34.5,194,50655,298,18.4,545910,123075,24780,346110,43150,1350,7440,379540,107435,20670,209730,35835,1130,4740,701446,128951,25537,482104,52695,1330,10829
rep,CA,30,Democrat,Sherman,Brad,(BRAD SHER-muhn),Brad Sherman,J.,,,2181 Rayburn House Office Building Washington DC 20515-0530,(202) 225-5911,,https://sherman.house.gov,,1/3/19,1/3/21,,,M,10/24/54,Jewish,White - Non-Hispanic,No,,2181 Rayburn House Office Building,http://bradsherman.house.gov/press-releases-and-columns/rss.shtml,Won,69.07052393,25.66040851,65.31697671,32.14293227,65.84,30.87,,,,,73.40158548,26.59841452,72.63839153,27.36160847,65.63999909,34.36000091,59.7355793,5.160054503,21.04998124,11.49114319,0.204387922,2.359841229,56.62348755,4.200983905,23.99952109,12.2594964,0.181913378,2.734597673,42.4,61,49.3,66,76778,62,30.2,651345,358855,33110,164290,73025,1315,20750,506390,302495,26130,106595,58190,1035,11950,705295,376090,29570,190750,84259,1214,23412
